ITI_3	runS_952	noise_6947	fpc_7688	noise_8685	tpc_9471	noise_10463	cue_11435	res_12628
ITI_292251	runS_292904	noise_298916	fp_299670	noise_300662	tpc_301342	noise_302336	cue_303142	res_304565
ITI_305252	runS_306210	noise_312222	fp_313017	noise_314020	tpc_314703	noise_315702	cue_316277	res_316976
ITI_317937	runS_318428	noise_324438	fp_325297	noise_326304	tp_327191	noise_328182	cue_328775	res_330514
ITI_331147	runS_331911	noise_337922	fp_338541	noise_339538	tp_340354	noise_341336	cue_342226	res_345027
ITI_345884	runS_346411	noise_352421	fp_353167	noise_354157	tp_354730	noise_355718	cue_356257	res_357501
ITI_358097	runS_358988	noise_365001	fpc_365998	noise_367002	tpc_367761	noise_368763	cue_369496	res_370613
ITI_371363	runS_371926	noise_377938	fp_378632	noise_379623	tpc_380552	noise_381544	cue_382137	res_385108
ITI_385781	runS_386326	noise_392336	fp_393120	noise_394123	tp_394834	noise_395818	cue_396447	res_398902
ITI_399816	runS_400342	noise_406357	fp_406985	noise_407977	tp_408888	noise_409881	cue_410881	res_411914
ITI_412633	runS_413510	noise_419521	fp_420185	noise_421181	tp_421737	noise_422740	cue_423437	res_426702
ITI_427346	runS_428338	noise_434343	fp_434953	noise_435939	tp_436764	noise_437761	cue_438297	res_439899
ITI_440599	runS_441247	head_photo_447261	resh_448878	NA	NA	NA	NA	NA
ITI_449736	runS_450632	head_photo_456636	resh_459502	NA	NA	NA	NA	NA
ITI_460068	runS_461036	noise_467041	fp_467564	noise_468556	tp_469191	noise_470181	cue_470988	res_471978
ITI_472758	runS_473590	noise_479602	fp_480163	noise_481161	tp_482046	noise_483037	cue_483685	res_487596
ITI_488123	runS_488950	noise_494957	fp_495798	noise_496800	tp_497597	noise_498599	cue_499201	res_501703
ITI_502270	runS_503053	noise_509060	fp_509690	noise_510679	tpc_511333	noise_512320	cue_513202	res_513883
ITI_514826	runS_515634	noise_521638	fp_522189	noise_523183	tp_524034	noise_525016	cue_525628	res_529347
ITI_530307	runS_531034	noise_537040	fp_537786	noise_538783	tp_539606	noise_540597	cue_541547	res_542925
ITI_543652	runS_544519	head_photo_550521	resh_551878	NA	NA	NA	NA	NA
ITI_552573	runS_553069	head_photo_559079	resh_561430	NA	NA	NA	NA	NA
ITI_562242	runS_562957	noise_568961	fpc_569530	noise_570518	tpc_571379	noise_572383	cue_573116	res_574080
ITI_574701	runS_575246	noise_581255	fp_582119	noise_583123	tp_583926	noise_584921	cue_585898	res_588783
ITI_589471	runS_590263	noise_596283	fp_597228	noise_598222	tp_598963	noise_599964	cue_600714	res_602175
ITI_602680	runS_603279	noise_609277	fpc_610143	noise_611143	tpc_612011	noise_613002	cue_613845	res_614793
ITI_615353	runS_616038	noise_622039	fp_622776	noise_623778	tp_624327	noise_625319	cue_626268	res_627640
ITI_628434	runS_629108	noise_635119	fp_636113	noise_637098	tpc_637743	noise_638740	cue_639303	res_640067
ITI_640651	runS_641611	noise_647615	fp_648162	noise_649161	tp_649937	noise_650937	cue_651837	res_652999
ITI_653976	runS_654732	noise_660743	fp_661412	noise_662398	tpc_663008	noise_663998	cue_664864	res_666761
ITI_667590	runS_668529	noise_674536	fp_675177	noise_676177	tp_676979	noise_677978	cue_678785	res_680381
ITI_681111	runS_682009	noise_688019	fpc_689001	noise_689999	tpc_690852	noise_691843	cue_692754	res_693629
