ITI_2	runS_889	noise_6873	fp_7441	noise_8436	tp_9087	noise_10074	cue_11015	res_12331
ITI_338307	runS_338842	head_photo_344855	resh_345865	NA	NA	NA	NA	NA
ITI_346653	runS_347610	noise_353614	fpc_354134	noise_355131	tpc_356098	noise_357094	cue_358014	res_359326
ITI_359843	runS_360699	noise_366709	fp_367561	noise_368556	tp_369145	noise_370129	cue_370665	res_371491
ITI_372368	runS_373248	noise_379248	fp_380010	noise_381011	tpc_381617	noise_382612	cue_383426	res_384711
ITI_385257	runS_386132	noise_392134	fp_392728	noise_393733	tpc_394352	noise_395352	cue_396172	res_397254
ITI_397916	runS_398898	noise_404915	fp_405901	noise_406890	tpc_407863	noise_408849	cue_409777	res_410593
ITI_411439	runS_412120	noise_418136	fpc_418638	noise_419637	tpc_420338	noise_421336	cue_422064	res_423295
ITI_423883	runS_424503	noise_430507	fp_431302	noise_432292	tpc_433039	noise_434034	cue_434832	res_435899
ITI_436690	runS_437454	noise_443469	fp_444451	noise_445454	tpc_446089	noise_447088	cue_447794	res_448823
ITI_449588	runS_450352	noise_456354	fpc_457186	noise_458170	tpc_458965	noise_459954	cue_460909	res_462770
ITI_463318	runS_463980	noise_469988	fp_470636	noise_471637	tp_472288	noise_473295	cue_473866	res_474792
ITI_475375	runS_476148	noise_482154	fp_483123	noise_484114	tp_484844	noise_485835	cue_486467	res_487907
ITI_488707	runS_489280	noise_495288	fpc_495916	noise_496915	tpc_497483	noise_498474	cue_499086	res_500093
ITI_500924	runS_501592	noise_507595	fp_508470	noise_509471	tp_510048	noise_511052	cue_511962	res_513176
ITI_513818	runS_514765	noise_520775	fp_521673	noise_522672	tp_523478	noise_524468	cue_525409	res_527601
ITI_528489	runS_529059	noise_535077	fp_536018	noise_537009	tpc_537541	noise_538530	cue_539344	res_540395
ITI_541363	runS_541872	noise_547876	fp_548398	noise_549391	tp_550157	noise_551153	cue_551792	res_552915
ITI_553527	runS_554180	noise_560190	fp_561155	noise_562156	tp_562919	noise_563917	cue_564908	res_566126
ITI_567076	runS_567995	noise_574009	fp_574826	noise_575811	tp_576447	noise_577430	cue_578050	res_578930
ITI_579920	runS_580667	noise_586674	fpc_587340	noise_588337	tpc_588858	noise_589857	cue_590445	res_591714
ITI_592691	runS_593279	noise_599288	fp_599920	noise_600912	tp_601883	noise_602872	cue_603718	res_604994
ITI_605916	runS_606608	noise_612613	fp_613330	noise_614334	tp_615057	noise_616051	cue_616956	res_618719
ITI_619512	runS_620159	noise_626169	fpc_626736	noise_627737	tpc_628622	noise_629611	cue_630534	res_631299
ITI_631934	runS_632883	noise_638892	fp_639585	noise_640576	tp_641407	noise_642389	cue_643364	res_644403
ITI_645288	runS_646007	noise_652016	fpc_652986	noise_653975	tpc_654531	noise_655536	cue_656318	res_657619
ITI_658605	runS_659304	noise_665314	fp_666026	noise_667013	tp_667921	noise_668912	cue_669637	res_670943
