ITI_2	runS_833	noise_6820	fpc_7520	noise_8511	tpc_9024	noise_10011	cue_10702	res_11519
ITI_469527	runS_470291	noise_476291	fp_476840	noise_477832	tp_478584	noise_479572	cue_480241	res_481115
ITI_482078	runS_482733	noise_488731	fp_489478	noise_490471	tp_491455	noise_492449	cue_493437	res_494217
ITI_495038	runS_495884	noise_501894	fpc_502889	noise_503877	tpc_504495	noise_505496	cue_506163	res_506904
ITI_507769	runS_508587	noise_514597	fp_515167	noise_516155	tp_517016	noise_518016	cue_518720	res_519468
ITI_520043	runS_520606	noise_526610	fp_527352	noise_528351	tp_528873	noise_529871	cue_530413	res_531386
ITI_531931	runS_532860	noise_538876	fpc_539774	noise_540774	tpc_541640	noise_542630	cue_543304	res_544295
ITI_544832	runS_545544	noise_551550	fp_552530	noise_553534	tp_554209	noise_555212	cue_555873	res_556623
ITI_557550	runS_558041	noise_564051	fp_564658	noise_565650	tp_566481	noise_567469	cue_568052	res_568862
ITI_569792	runS_570759	head_photo_576775	resh_578080	NA	NA	NA	NA	NA
ITI_579041	runS_579639	noise_585653	fpc_586486	noise_587478	tpc_588293	noise_589295	cue_590084	res_590794
ITI_591348	runS_592303	noise_598311	fpc_598893	noise_599893	tpc_600546	noise_601536	cue_602485	res_603505
ITI_604303	runS_605111	noise_611118	fp_612048	noise_613033	tp_613601	noise_614591	cue_615219	res_616059
ITI_616943	runS_617885	noise_623894	fp_624677	noise_625678	tp_626275	noise_627277	cue_627841	res_628533
ITI_629324	runS_629950	noise_635951	fp_636589	noise_637597	tp_638212	noise_639210	cue_639959	res_640614
