ITI_2	runS_795	noise_6799	fp_7589	noise_8578	tp_9547	noise_10532	cue_11240	res_12007
ITI_342312	runS_343286	head_photo_349298	resh_350595	NA	NA	NA	NA	NA
ITI_351358	runS_352239	noise_358257	fp_359148	noise_360135	tpc_361121	noise_362119	cue_363079	res_364066
ITI_364727	runS_365308	head_photo_371311	resh_372480	NA	NA	NA	NA	NA
ITI_373339	runS_374045	head_photo_380053	resh_381458	NA	NA	NA	NA	NA
ITI_382059	runS_382601	noise_388615	fp_389401	noise_390397	tp_391127	noise_392113	cue_393044	res_394318
ITI_395184	runS_396087	head_photo_402094	resh_403393	NA	NA	NA	NA	NA
ITI_404318	runS_404836	noise_410833	fp_411377	noise_412371	tp_413180	noise_414173	cue_414955	res_415884
ITI_416392	runS_417208	noise_423219	fpc_424097	noise_425100	tpc_425608	noise_426599	cue_427091	res_427968
ITI_428896	runS_429814	noise_435817	fp_436544	noise_437537	tp_438530	noise_439512	cue_440171	res_441240
ITI_441766	runS_442709	noise_448716	fp_449572	noise_450575	tpc_451449	noise_452433	cue_453425	res_454120
ITI_454910	runS_455645	noise_461651	fp_462357	noise_463357	tp_464282	noise_465272	cue_466254	res_467342
ITI_467926	runS_468728	noise_474737	fpc_475629	noise_476616	tpc_477253	noise_478255	cue_478915	res_479853
ITI_480709	runS_481380	noise_487398	fpc_488226	noise_489218	tpc_489835	noise_490834	cue_491471	res_492094
ITI_493092	runS_493747	noise_499758	fpc_500753	noise_501754	tpc_502695	noise_503696	cue_504314	res_505318
ITI_506308	runS_506929	head_photo_512936	resh_513977	NA	NA	NA	NA	NA
ITI_514769	runS_515439	noise_521460	fp_522236	noise_523239	tp_524167	noise_525160	cue_525909	res_526686
ITI_527281	runS_527954	noise_533953	fpc_534718	noise_535718	tpc_536305	noise_537294	cue_538184	res_539070
ITI_539668	runS_540351	noise_546359	fp_547113	noise_548112	tp_549087	noise_550076	cue_550849	res_551561
ITI_552205	runS_552776	noise_558771	fp_559709	noise_560691	tp_561553	noise_562552	cue_563288	res_564261
ITI_564814	runS_565596	noise_571596	fp_572348	noise_573334	tp_574092	noise_575094	cue_576031	res_576936
ITI_577585	runS_578441	noise_584456	fp_585248	noise_586233	tpc_587171	noise_588179	cue_588737	res_589451
ITI_590338	runS_591163	noise_597180	fp_598125	noise_599119	tpc_599766	noise_600754	cue_601396	res_602287
ITI_603166	runS_603748	noise_609757	fp_610576	noise_611573	tp_612378	noise_613380	cue_614059	res_614951
ITI_615810	runS_616429	noise_622438	fp_623361	noise_624357	tp_625039	noise_626032	cue_626689	res_627513
ITI_628390	runS_629018	head_photo_635033	resh_635855	NA	NA	NA	NA	NA
ITI_636362	runS_636868	noise_642876	fp_643781	noise_644778	tpc_645303	noise_646297	cue_647094	res_647748
