ITI_7	runS_580	noise_6568	fpc_7243	noise_8253	tpc_8774	noise_9766	cue_10766	res_11638
ITI_12181	runS_12861	noise_18862	fp_19753	noise_20749	tp_21319	noise_22304	cue_22930	res_23971
ITI_24830	runS_25489	noise_31508	fp_32075	noise_33061	tp_33804	noise_34810	cue_35592	res_36780
ITI_37734	runS_38263	head_photo_44268	resh_46071	NA	NA	NA	NA	NA
ITI_46578	runS_47483	noise_53490	fp_54431	noise_55425	tp_56050	noise_57047	cue_57582	res_58334
ITI_59069	runS_59573	noise_65587	fp_66194	noise_67183	tp_67846	noise_68846	cue_69589	res_70529
ITI_71356	runS_72315	noise_78333	fp_79315	noise_80305	tp_80830	noise_81824	cue_82740	res_83592
ITI_84573	runS_85473	noise_91485	fp_92120	noise_93102	tpc_93660	noise_94648	cue_95196	res_96553
ITI_97138	runS_97982	noise_103987	fp_104664	noise_105665	tpc_106550	noise_107550	cue_108156	res_109315
ITI_109860	runS_110496	noise_116508	fp_117289	noise_118289	tp_118850	noise_119849	cue_120551	res_121427
ITI_122217	runS_122749	noise_128766	fp_129460	noise_130448	tpc_131183	noise_132182	cue_132935	res_133830
ITI_134379	runS_135263	noise_141264	fp_141785	noise_142789	tp_143601	noise_144609	cue_145291	res_146078
ITI_147042	runS_147921	noise_153930	fp_154776	noise_155765	tp_156300	noise_157290	cue_158012	res_159363
ITI_160343	runS_160968	noise_166988	fpc_167650	noise_168645	tpc_169219	noise_170212	cue_171060	res_172773
ITI_173395	runS_173977	noise_179988	fpc_180496	noise_181491	tpc_182068	noise_183061	cue_183897	res_185207
ITI_186082	runS_186584	noise_192589	fpc_193573	noise_194573	tpc_195559	noise_196548	cue_197140	res_198524
ITI_199229	runS_200006	noise_206008	fp_206756	noise_207744	tp_208532	noise_209521	cue_210485	res_211273
ITI_211828	runS_212518	noise_218525	fp_219160	noise_220151	tp_220888	noise_221883	cue_222471	res_223418
ITI_223929	runS_224849	noise_230868	fp_231588	noise_232584	tp_233379	noise_234370	cue_235024	res_235922
ITI_236833	runS_237745	noise_243749	fp_244249	noise_245246	tpc_246207	noise_247206	cue_247892	res_248596
ITI_249283	runS_249908	head_photo_255925	resh_258685	NA	NA	NA	NA	NA
ITI_259314	runS_259918	noise_265928	fp_266878	noise_267870	tpc_268456	noise_269447	cue_270152	res_271107
ITI_272050	runS_272872	noise_278885	fpc_279760	noise_280751	tpc_281266	noise_282269	cue_282904	res_283697
ITI_284590	runS_285384	noise_291386	fp_292365	noise_293370	tpc_293937	noise_294929	cue_295604	res_296797
ITI_297733	runS_298388	noise_304410	fp_305170	noise_306162	tp_306687	noise_307683	cue_308637	res_309569
ITI_310383	runS_311209	noise_317226	fp_318014	noise_319010	tp_319751	noise_320749	cue_321690	res_325759
ITI_326676	runS_327310	noise_333331	fp_334108	noise_335102	tp_335746	noise_336745	cue_337592	res_338738
ITI_339462	runS_340307	head_photo_346302	resh_347866	NA	NA	NA	NA	NA
ITI_348390	runS_349143	head_photo_355152	resh_356242	NA	NA	NA	NA	NA
ITI_357078	runS_358023	noise_364031	fp_364868	noise_365865	tp_366769	noise_367771	cue_368535	res_369279
ITI_369877	runS_370605	noise_376605	fp_377433	noise_378425	tp_378936	noise_379928	cue_380464	res_381688
ITI_382613	runS_383572	noise_389589	fp_390300	noise_391283	tp_391898	noise_392888	cue_393757	res_396113
ITI_396861	runS_397658	noise_403671	fp_404543	noise_405545	tpc_406385	noise_407387	cue_408314	res_409057
ITI_409887	runS_410700	head_photo_416701	resh_417903	NA	NA	NA	NA	NA
ITI_418482	runS_419452	head_photo_425464	resh_426972	NA	NA	NA	NA	NA
ITI_427487	runS_428204	noise_434204	fpc_435061	noise_436052	tpc_436998	noise_437983	cue_438541	res_439615
ITI_440602	runS_441584	noise_447585	fp_448471	noise_449468	tp_450019	noise_451003	cue_451666	res_455008
ITI_455515	runS_456260	noise_462266	fp_463053	noise_464042	tp_464828	noise_465824	cue_466582	res_468606
ITI_469210	runS_470145	noise_476146	fp_476822	noise_477829	tp_478760	noise_479750	cue_480667	res_484476
ITI_485208	runS_486073	noise_492086	fp_493073	noise_494065	tpc_495023	noise_496022	cue_496555	res_497440
ITI_498389	runS_499174	noise_505187	fpc_506139	noise_507126	tpc_507658	noise_508652	cue_509437	res_510241
ITI_511051	runS_511907	noise_517926	fp_518509	noise_519504	tp_520258	noise_521245	cue_522121	res_523483
ITI_524174	runS_524981	noise_530986	fp_531724	noise_532725	tp_533596	noise_534583	cue_535124	res_536054
ITI_536575	runS_537239	noise_543246	fpc_544167	noise_545165	tpc_546087	noise_547086	cue_548032	res_549322
ITI_550123	runS_550992	noise_557012	fp_557734	noise_558725	tp_559261	noise_560262	cue_561086	res_563219
ITI_563913	runS_564852	head_photo_570867	resh_572077	NA	NA	NA	NA	NA
ITI_572972	runS_573727	noise_579748	fp_580724	noise_581731	tpc_582383	noise_583385	cue_584327	res_585255
ITI_586188	runS_586905	head_photo_592905	resh_593998	NA	NA	NA	NA	NA
ITI_594895	runS_595710	noise_601729	fp_602378	noise_603364	tp_603959	noise_604942	cue_605740	res_606609
ITI_607218	runS_607988	noise_614002	fp_614663	noise_615663	tp_616240	noise_617231	cue_618016	res_619446
ITI_620150	runS_620860	noise_626871	fp_627795	noise_628791	tp_629484	noise_630482	cue_631200	res_633003
ITI_633532	runS_634316	head_photo_640326	resh_641911	NA	NA	NA	NA	NA
ITI_642845	runS_643393	noise_649409	fpc_650149	noise_651151	tpc_651934	noise_652932	cue_653752	res_654652
ITI_655378	runS_656294	noise_662304	fp_663194	noise_664189	tp_664968	noise_665969	cue_666618	res_667581
