ITI_2	runS_714	noise_6717	fpc_7486	noise_8478	tpc_9144	noise_10129	cue_10923	res_11979
ITI_243632	runS_244157	noise_250173	fp_251112	noise_252112	tp_252893	noise_253886	cue_254679	res_255828
ITI_256828	runS_257667	noise_263668	fp_264179	noise_265172	tpc_266048	noise_267052	cue_267959	res_268714
ITI_269271	runS_270218	noise_276229	fp_276817	noise_277809	tp_278575	noise_279568	cue_280223	res_280931
ITI_281732	runS_282496	noise_288516	fp_289026	noise_290030	tp_290769	noise_291766	cue_292331	res_293162
ITI_293825	runS_294731	head_photo_300732	resh_301554	NA	NA	NA	NA	NA
ITI_302121	runS_302899	head_photo_308906	resh_310183	NA	NA	NA	NA	NA
ITI_310703	runS_311568	noise_317573	fp_318494	noise_319494	tp_320120	noise_321115	cue_321793	res_322618
ITI_323318	runS_324055	noise_330069	fpc_331033	noise_332034	tpc_332597	noise_333586	cue_334204	res_334914
ITI_335662	runS_336473	head_photo_342489	resh_343564	NA	NA	NA	NA	NA
ITI_344162	runS_345062	noise_351070	fp_351813	noise_352807	tp_353644	noise_354632	cue_355302	res_356156
ITI_357020	runS_357875	head_photo_363889	resh_364837	NA	NA	NA	NA	NA
ITI_365605	runS_366569	noise_372574	fp_373235	noise_374228	tp_375107	noise_376110	cue_376758	res_377714
ITI_378239	runS_378956	noise_384969	fp_385871	noise_386871	tp_387649	noise_388647	cue_389230	res_389988
ITI_390862	runS_391663	noise_397674	fp_398275	noise_399267	tp_399934	noise_400926	cue_401651	res_402389
ITI_403285	runS_403949	noise_409948	fp_410849	noise_411852	tp_412704	noise_413686	cue_414470	res_415211
ITI_416190	runS_417111	noise_423115	fp_423882	noise_424867	tp_425698	noise_426689	cue_427215	res_428139
ITI_429081	runS_430003	noise_436010	fp_436843	noise_437834	tp_438832	noise_439826	cue_440476	res_441286
ITI_441798	runS_442499	noise_448514	fp_449122	noise_450111	tp_450624	noise_451615	cue_452515	res_453101
ITI_454004	runS_454996	noise_461008	fp_461669	noise_462670	tp_463296	noise_464288	cue_465003	res_465702
ITI_466402	runS_467028	noise_473032	fp_473577	noise_474570	tp_475320	noise_476313	cue_477066	res_477728
ITI_478463	runS_479071	noise_485070	fp_485789	noise_486791	tp_487390	noise_488391	cue_489135	res_489930
ITI_490845	runS_491603	noise_497614	fp_498120	noise_499107	tpc_499848	noise_500849	cue_501675	res_502395
ITI_503263	runS_504020	noise_510027	fp_510992	noise_511988	tpc_512909	noise_513911	cue_514505	res_515188
ITI_515852	runS_516416	noise_522432	fp_523316	noise_524308	tpc_524947	noise_525954	cue_526641	res_527343
ITI_528277	runS_529030	head_photo_535032	resh_536237	NA	NA	NA	NA	NA
ITI_536939	runS_537841	head_photo_543847	resh_544648	NA	NA	NA	NA	NA
ITI_545391	runS_546179	noise_552194	fp_552863	noise_553850	tpc_554569	noise_555566	cue_556292	res_557161
ITI_557980	runS_558763	noise_564769	fpc_565700	noise_566693	tpc_567684	noise_568671	cue_569387	res_569979
ITI_570592	runS_571459	noise_577472	fp_578162	noise_579154	tp_579696	noise_580690	cue_581569	res_582318
ITI_582933	runS_583661	noise_589669	fp_590222	noise_591207	tpc_591937	noise_592932	cue_593603	res_594424
ITI_595059	runS_595814	noise_601833	fpc_602507	noise_603509	tpc_604274	noise_605275	cue_605782	res_606487
ITI_607114	runS_607790	noise_613794	fpc_614473	noise_615469	tpc_616318	noise_617316	cue_617997	res_618681
ITI_619331	runS_620965	noise_626966	fp_627736	noise_628726	tp_629531	noise_630528	cue_631169	res_632270
ITI_632828	runS_633516	head_photo_639522	resh_640765	NA	NA	NA	NA	NA
