0	1	7930	8002	10002	16018	18019	20013	22014	24010	26017	29606	1
3.699586	29610	33289	34022	36020	42038	44035	46037	48030	50032	52040	54205	1
4.727543	54208	58919	60039	62034	68050	70052	72052	74054	76049	78056	79534	1
3.84198	79537	83373	84057	86054	92079	94071	96073	98071	100075	102073	103435	1
3.904575	103439	107334	108078	110073	116090	118096	120097	122098	124096	126095	127476	1
4.866839	127479	132342	134097	136096	142111	144117	146113	148113	150110	152112	154074	1
4.560108	154077	158630	160111	162117	168132	170130	172134	174136	176132	178132	179689	1
3.380937	179691	183051	184130	186139	192151	193880	NA	NA	NA	NA	NA	1
4.578926	193892	198471	200165	202151	208180	210171	212175	214170	216172	218177	219723	1
4.692122	219726	224403	226178	228172	234191	236189	238192	240194	242195	244194	251376	1
3.861174	251379	255233	256192	258200	264216	266219	268211	270214	272210	274211	275164	1
4.721317	275167	279875	280212	282220	288236	290108	NA	NA	NA	NA	NA	1
4.308345	290121	294424	296247	298234	304253	305902	NA	NA	NA	NA	NA	1
3.772325	305913	309686	310265	312256	318271	320277	322270	324269	326274	328272	330921	1
4.12352	330925	335040	336278	338272	344295	346290	348296	350296	352289	354297	355604	1
3.56497	355607	359160	360302	362297	368317	370318	372312	374315	376311	378310	382002	1
4.160357	382005	386154	386309	388315	394330	396332	398337	400337	402337	404330	405293	1
3.968527	405297	409262	410335	412336	418354	420360	422354	424354	426355	428354	430227	1
4.060803	430229	434275	434357	436354	442373	444372	446374	448377	450373	452373	453852	1
4.51539	453855	458372	458372	460374	466396	468396	470391	472392	474390	476395	478133	1
4.418607	478136	482555	484399	486397	492416	494413	496417	498415	500410	502417	503836	1
4.098114	503840	507932	508420	510412	516438	518153	NA	NA	NA	NA	NA	1
4.973946	518163	523131	524444	526437	532453	534458	536454	538449	540451	542457	543881	1
3.883042	543885	547755	548457	550452	556473	558482	560474	562477	564470	566474	568163	1
3.260961	568166	571413	572475	574475	580498	582491	584496	586490	588492	590497	592496	1
3.50548	592499	596001	596502	598493	604517	606517	608517	610514	612513	614516	615846	1
3.210302	615848	619041	620515	622513	628537	630531	632536	634534	636538	638534	639801	1
3.247282	639805	643037	644537	646534	652553	654553	656550	658557	660549	662556	663950	1
3.01279	663952	666968	668557	670558	676571	678578	680571	682572	684574	686573	687806	1
3.623488	687809	691414	692572	694571	700594	702600	704597	706596	708595	710598	712635	1
3.23559	712638	715869	716600	718594	724612	726610	728616	730612	732617	734612	736103	1
3.521895	736106	739612	740613	742617	748630	750637	752630	754634	756629	758639	759751	1
3.041437	759754	762797	764641	766638	772658	774656	776658	778654	780655	782653	783901	1
4.987481	783904	788880	790658	792654	798673	800675	802673	804673	806672	808670	809988	1
4.82256	809991	814792	816668	818655	824672	826678	828674	830674	832676	834674	835667	1
4.345919	835670	840002	840674	842676	848698	850689	852697	854695	856690	858698	859782	1
3.928362	859784	863701	864698	866701	872718	874718	876714	878712	880714	882712	883884	1
3.169574	883887	887039	888714	890715	896735	898736	900736	902735	904734	906736	907611	1
4.509955	907615	912126	912737	914733	920758	922760	924756	926755	928759	930755	932079	1
3.080152	932083	935151	936757	938759	944777	946779	948773	950775	952776	954775	955848	1
0	25	7977	8002	10001	16015	18024	20016	22023	24024	26017	26937	2
4.275075	26941	31211	32023	34024	40041	42040	44041	46038	48037	50036	51385	2
3.706211	51388	55081	56042	58040	64064	66055	68060	70058	72060	74057	75736	2
3.444377	75739	79185	80059	82064	88076	90081	92077	94080	96080	98076	99476	2
3.188434	99479	102668	104076	106080	112100	114105	116100	118099	120100	122100	123036	2
3.643673	123039	126681	128104	130103	136115	138116	140119	142118	144122	146123	147347	2
3.060412	147350	150399	152126	154120	160142	162136	164139	166136	168141	170142	170974	2
