0	1	7940	8002	10008	16020	18026	20021	22028	24023	26027	27692	1
4.426213	27697	32105	34028	36022	42043	44043	46044	48047	50047	52047	53550	1
4.021533	53553	57564	58052	60047	66062	68066	70063	72067	74060	76068	77370	1
4.779336	77373	82144	84069	86064	92079	94085	96083	98082	100081	102081	103265	1
4.618379	103267	107883	108081	110082	116099	118104	120106	122105	124101	126106	127817	1
4.280701	127820	132081	132106	134104	140122	142129	144122	146122	148121	150120	151215	1
3.798725	151218	155000	156125	158124	164141	166144	168145	170142	172145	174146	176208	1
3.578013	176211	179783	180144	182143	188165	190164	192159	194167	196164	198160	199031	1
3.51083	199035	202531	204162	206163	212181	216790	NA	NA	NA	NA	NA	1
4.903423	216802	221707	222193	224181	230203	232200	234199	236204	238201	240206	241272	1
3.850953	241275	245114	246209	248205	254220	256219	258226	260224	262223	264227	265435	1
4.512606	265437	269932	270227	272227	278244	280246	282239	284245	286247	288245	289267	1
4.000773	289270	293260	294244	296241	302263	304264	306266	308265	310261	312261	313090	1
3.2129	313093	316294	318263	320268	326287	328287	330279	332280	334283	336286	337394	1
3.778804	337396	341163	342284	344282	350306	352305	354306	356303	358305	360303	361599	1
3.62782	361602	365229	366307	368304	374328	376327	378321	380327	382323	384324	387546	1
4.09618	387549	391637	392329	394329	400345	402339	404343	406343	408341	410344	411249	1
3.89338	411252	415132	416346	418347	424359	426363	428365	430360	432363	434361	436072	1
4.244783	436075	440310	440360	442364	448382	450388	452385	454387	456385	458387	459264	1
4.29302	459267	463557	464389	466389	472403	473806	NA	NA	NA	NA	NA	1
3.917774	473818	477723	478410	480403	486426	488427	490422	492426	494420	496426	497614	1
3.194221	497618	500797	502431	504424	510448	512441	514445	516440	518444	520446	522433	1
3.988861	522436	526409	526449	528447	534459	536458	538464	540463	542462	544463	545193	1
4.76953	545195	549952	550460	552468	558486	560478	562484	564485	566487	568481	569548	1
4.793386	569552	574336	574486	576486	582505	583784	NA	NA	NA	NA	NA	1
4.192992	583794	587975	588513	590506	596519	598528	600522	602521	604520	606520	607574	1
4.666393	607577	612231	612521	614529	620545	622540	624544	626545	628541	630546	631400	1
4.752668	631402	636151	636545	638543	644568	646569	648565	650559	652563	654560	655343	1
4.920462	655346	660259	660565	662567	668581	670582	672587	674580	676585	678584	681454	1
3.734387	681457	685174	686586	688587	694606	696601	698604	700600	702603	704599	705328	1
4.539402	705331	709862	710597	712586	718602	720602	722600	724606	726601	728599	729405	1
4.84269	729408	734242	734597	736581	742600	744602	746604	748599	750606	752606	753829	1
4.393989	753833	758212	758610	760608	766624	768627	770619	772625	774621	776621	777434	1
3.39787	777437	780821	782621	784628	790647	792646	794644	796641	798644	800644	801689	1
3.666167	801693	805349	806646	808645	814668	816665	818663	820665	822662	824663	825351	1
3.423636	825354	828769	830662	832668	838686	840685	842688	844679	846686	848681	849651	1
3.205352	849655	852850	854684	856686	862704	864704	866702	868704	870699	872704	873599	1
4.03063	873602	877635	878707	880701	886724	888722	890725	892724	894724	896725	897816	1
4.247153	897820	902048	902725	904723	910748	912747	914747	916746	918745	920741	921495	1
3.271663	921498	924757	926745	928746	934767	936407	NA	NA	NA	NA	NA	1
0	0	7939	8000	10001	16023	18023	20021	22022	24021	26024	26967	2
4.378246	26970	31337	32026	34025	40043	42040	44041	46038	48037	50042	50875	2
3.018666	50878	53877	54041	56044	62062	64065	66063	68063	70065	72058	72833	2
4.449728	72835	77266	78063	80059	86079	88081	90078	92079	94081	96084	96715	2
4.479605	96718	101177	102088	104083	110103	112099	114099	116101	118100	120098	120868	2
3.527503	120871	124391	126097	128099	134120	136124	138122	140123	142116	144116	144806	2
4.751654	144809	149549	150122	152122	158142	160140	162137	164144	166140	168142	168832	2
4.435592	168835	173252	174144	176145	182158	184161	186157	188164	190161	192159	193443	2
3.935969	193446	197377	198162	200159	206178	208184	210177	212182	214184	216177	216992	2
4.399453	216995	221375	222175	224161	230181	232182	234184	236185	238182	240185	240882	2
4.632237	240885	245510	246188	248178	254204	256203	258204	260199	262204	264201	265244	2
3.798916	265247	269040	270202	272199	278224	279314	NA	NA	NA	NA	NA	2
3.692192	279327	283012	284240	286246	292257	294259	296256	298257	300265	302265	303035	2
4.974271	303038	307996	308268	310260	316282	318375	NA	NA	NA	NA	NA	2
3.936847	318385	322322	324290	326279	332300	334307	336301	338300	340305	342302	343043	2
4.535457	343045	347577	348306	350304	356325	358323	360319	362316	364323	366323	366993	2
4.091319	366996	371067	372323	374319	380340	381619	NA	NA	NA	NA	NA	2
3.184307	381628	384805	386347	388345	394356	396363	398359	400361	402359	404360	405267	2
3.487881	405271	408752	410360	412360	418378	420384	422377	424376	426382	428381	429139	2
3.863893	429142	433005	434384	436383	442403	443722	NA	NA	NA	NA	NA	2
4.03262	443733	447749	448412	450401	456421	458424	460420	462417	464423	466424	467093	2
3.320428	467096	470401	470426	472418	478436	480438	482444	484437	486438	488445	489274	2
3.908956	489277	493171	494445	496439	502465	504465	506458	508456	510459	512462	514426	2
3.766983	514429	518187	518467	520463	526477	528481	530481	532484	534483	536484	537178	2
4.678988	537181	541858	542489	544483	550497	552503	554505	556502	558502	560501	561722	2
3.468811	561724	565187	566498	568503	574522	576526	578521	580522	582517	584523	585299	2
3.874791	585302	589176	590524	592522	598539	600541	602542	604544	606539	608539	609410	2
4.128826	609413	613526	614539	616538	622566	624565	626557	628559	630564	632563	633667	2
4.119678	633670	637779	638568	640566	646579	648586	650578	652579	654578	656584	657257	2
4.92034	657261	662178	662582	664583	670604	672598	674601	676601	678596	680597	681254	2
4.570768	681258	685813	686601	688600	694618	696623	698624	700619	702624	704618	705430	2
3.32524	705433	708747	710616	712601	718624	720621	722621	724620	726619	728623	729804	2
4.253041	729808	734049	734625	736624	742642	744641	746639	748637	750643	752637	753509	2
3.376406	753512	756873	758636	760618	766643	768643	770640	772641	774641	776645	777445	2
3.282068	777448	780724	782649	784639	790659	792667	794657	796663	798656	800660	801525	2
4.271834	801528	805792	806663	808662	814684	816685	818677	820682	822681	824684	825950	2
4.685087	825952	830626	830683	832678	838703	840703	842699	844701	846698	848704	849433	2
4.980147	849436	854399	854704	856700	862716	864717	866717	868720	870718	872718	873640	2
4.848109	873643	878489	878718	880719	886741	888740	890740	892744	894744	896742	897495	2
3.32417	897499	900808	902744	904740	910765	912761	914759	916763	918762	920759	921654	2
0	3	7947	7997	9987	16005	18015	20005	22008	24007	26007	28226	3
4.453769	28229	32683	34006	36013	42033	44034	46029	48033	50026	52031	52972	3
3.020713	52976	55987	56035	58033	64048	66052	68051	70045	72050	74052	74887	3
4.99737	74890	79885	80057	82050	88070	90072	92067	94072	96069	98074	98855	3
4.29707	98859	103150	104077	106067	112090	114088	116091	118089	120092	122091	122967	3
4.406405	122971	127371	128092	130087	136107	137366	NA	NA	NA	NA	NA	3
4.459375	137376	141831	142118	144108	150127	152127	154128	156130	158129	160129	161334	3
4.043449	161337	165372	166132	168134	174153	176145	178148	180151	182153	184147	185253	3
3.354831	185257	188604	190147	192153	198165	200170	202170	204166	206169	208168	208921	3
3.672876	208925	212578	214168	216168	222188	224191	226191	228194	230193	232185	232991	3
3.3527	232994	236342	238190	240190	246211	248207	250205	252211	254208	256213	257415	3
4.485636	257419	261894	262217	264209	270229	272229	274226	276228	278227	280226	281131	3
4.151097	281135	285279	286232	288233	294247	296252	298250	300247	302250	304246	305009	3
