ITI_3	runS_852	head_photo_6859	resh_7554
ITI_558325	runS_558910	head_photo_564918	resh_565643
ITI_566147	runS_566658	head_photo_572659	resh_573548
ITI_574045	runS_574735	head_photo_580738	resh_581811
ITI_582305	runS_582923	head_photo_588938	resh_590187
ITI_590685	runS_591359	head_photo_597358	resh_598315
ITI_598814	runS_599592	head_photo_605598	resh_606323
ITI_606834	runS_607394	head_photo_613398	resh_613995
ITI_614485	runS_614993	head_photo_620998	resh_622011
ITI_622505	runS_623241	head_photo_629258	resh_629947
ITI_630453	runS_630998	head_photo_636998	resh_637931
ITI_638425	runS_639356	head_photo_645358	resh_646251
ITI_646745	runS_647322	head_photo_653338	resh_654459
ITI_654966	runS_655955	head_photo_661958	resh_662819
ITI_663327	runS_663979	head_photo_669979	resh_670899
ITI_671405	runS_672281	head_photo_678298	resh_682699
ITI_683206	runS_684039	head_photo_690038	resh_690955
ITI_691447	runS_692439	head_photo_698438	resh_699067
ITI_699566	runS_700116	head_photo_706118	resh_707203
ITI_707706	runS_708217	head_photo_714219	resh_714835
ITI_715325	runS_716128	head_photo_722138	resh_722947
ITI_723448	runS_724151	head_photo_730158	resh_730835
ITI_731325	runS_732125	head_photo_738139	resh_739011
ITI_739505	runS_740216	head_photo_746218	resh_746787
ITI_747294	runS_747794	head_photo_753799	resh_754451
ITI_754947	runS_755472	head_photo_761479	resh_762227
ITI_762726	runS_763387	head_photo_769398	resh_771787
ITI_772285	runS_773077	head_photo_779079	resh_779995
ITI_780486	runS_781294	head_photo_787298	resh_788227
ITI_788734	runS_789497	head_photo_795499	resh_797227
ITI_797734	runS_798688	head_photo_804698	resh_805251
ITI_805745	runS_806455	head_photo_812459	resh_813171
ITI_813666	runS_814291	head_photo_820298	resh_820971
ITI_821467	runS_822226	head_photo_828238	resh_829027
ITI_829526	runS_830027	head_photo_836038	resh_837411
ITI_837906	runS_838879	head_photo_844879	resh_846395
ITI_846885	runS_847391	head_photo_853400	resh_854380
ITI_854886	runS_855667	head_photo_861678	resh_862387
ITI_862887	runS_863414	head_photo_869418	resh_870180
ITI_870686	runS_871563	head_photo_877578	resh_879243
ITI_879746	runS_880588	head_photo_886599	resh_887875
ITI_888367	runS_889098	head_photo_895098	resh_896140
ITI_896655	runS_897403	head_photo_903418	resh_904883
ITI_905386	runS_906253	head_photo_912258	resh_913267
ITI_913765	runS_914310	head_photo_920319	resh_921235
ITI_921726	runS_922579	head_photo_928578	resh_929491
ITI_929986	runS_930481	head_photo_936499	resh_937683
ITI_938187	runS_939111	head_photo_945119	resh_946180
ITI_946686	runS_947658	head_photo_953658	resh_954523
ITI_955026	runS_956012	head_photo_962018	resh_962835
ITI_963325	runS_963821	head_photo_969839	resh_970747
ITI_971246	runS_971897	head_photo_977900	resh_978843
ITI_979345	runS_980067	head_photo_986079	resh_987059
ITI_987566	runS_988128	head_photo_994139	resh_995004
ITI_995506	runS_996117	head_photo_1002118	resh_1002916
ITI_1003406	runS_1004355	head_photo_1010358	resh_1011011
ITI_1011507	runS_1012271	head_photo_1018279	resh_1018931
ITI_1019427	runS_1020356	head_photo_1026358	resh_1027155
ITI_1027646	runS_1028183	head_photo_1034199	resh_1035364
ITI_1035868	runS_1036622	head_photo_1042639	resh_1043347
ITI_1043845	runS_1044523	head_photo_1050539	resh_1051275
ITI_1051765	runS_1052328	head_photo_1058339	resh_1058867
ITI_1059366	runS_1060207	head_photo_1066219	resh_1066931
ITI_1067425	runS_1068236	head_photo_1074238	resh_1075404
ITI_1075906	runS_1076549	head_photo_1082559	resh_1083491
ITI_1083986	runS_1084860	head_photo_1090878	resh_1091795
ITI_1092288	runS_1092823	head_photo_1098839	resh_1100636
ITI_1101125	runS_1102109	head_photo_1108118	resh_1109012
ITI_1109508	runS_1110489	head_photo_1116499	resh_1117883
ITI_1118387	runS_1118969	head_photo_1124979	resh_1125859
ITI_1126366	runS_1127138	head_photo_1133139	resh_1134252
ITI_1134747	runS_1135662	head_photo_1141678	resh_1142772
ITI_1143268	runS_1143782	head_photo_1149799	resh_1150516
ITI_1151007	runS_1151799	head_photo_1157799	resh_1158268
ITI_1158766	runS_1159709	head_photo_1165719	resh_1166492
ITI_1166988	runS_1167563	head_photo_1173578	resh_1175676
ITI_1176166	runS_1176813	head_photo_1182818	resh_1183499
