ITI_10	runS_811	head_photo_6814	resh_7491
ITI_866228	runS_867053	head_photo_873053	resh_873564
ITI_874068	runS_874848	head_photo_880853	resh_881596
ITI_882101	runS_882662	head_photo_888674	resh_889772
ITI_890260	runS_891066	head_photo_897073	resh_897557
ITI_898069	runS_898634	head_photo_904653	resh_905244
ITI_905749	runS_906626	head_photo_912633	resh_913036
ITI_913539	runS_914075	head_photo_920093	resh_920524
ITI_921028	runS_921793	head_photo_927793	resh_928244
ITI_928749	runS_929408	head_photo_935414	resh_935812
ITI_936300	runS_937207	head_photo_943213	resh_943612
ITI_944109	runS_944717	head_photo_950733	resh_951180
ITI_951682	runS_952264	head_photo_958273	resh_958708
ITI_959208	runS_959902	head_photo_965913	resh_966292
ITI_966789	runS_967427	head_photo_973433	resh_973724
ITI_974228	runS_975050	head_photo_981053	resh_981564
ITI_982060	runS_982863	head_photo_988874	resh_989452
ITI_989940	runS_990862	head_photo_996875	resh_997164
ITI_997660	runS_998182	head_photo_1004193	resh_1004948
ITI_1005450	runS_1006050	head_photo_1012053	resh_1012308
ITI_1012800	runS_1013450	head_photo_1019453	resh_1019708
ITI_1020209	runS_1020795	head_photo_1026814	resh_1027172
ITI_1027660	runS_1028296	head_photo_1034313	resh_1034620
ITI_1035128	runS_1035667	head_photo_1041675	resh_1042020
ITI_1042528	runS_1043462	head_photo_1049474	resh_1050212
ITI_1050708	runS_1051643	head_photo_1057653	resh_1058308
ITI_1058808	runS_1059405	head_photo_1065413	resh_1065812
ITI_1066301	runS_1067098	head_photo_1073113	resh_1073868
ITI_1074361	runS_1074981	head_photo_1080993	resh_1081708
ITI_1082200	runS_1082924	head_photo_1088933	resh_1089228
ITI_1089721	runS_1090602	head_photo_1096613	resh_1096964
ITI_1097469	runS_1098408	head_photo_1104413	resh_1105092
ITI_1105589	runS_1106303	head_photo_1112313	resh_1112972
ITI_1113460	runS_1114053	head_photo_1120053	resh_1120364
