ITI_2	runS_892	head_photo_6901	resh_7671
ITI_8181	runS_9009	head_photo_15020	resh_15638
ITI_16126	runS_16760	head_photo_22760	resh_24215
ITI_24707	runS_25406	head_photo_31421	resh_32830
ITI_33327	runS_34055	head_photo_40060	resh_41302
ITI_41807	runS_42455	head_photo_48460	resh_49255
ITI_49748	runS_50283	head_photo_56300	resh_56919
ITI_57415	runS_57975	head_photo_63980	resh_64511
ITI_65015	runS_65877	head_photo_71880	resh_72487
ITI_72987	runS_73636	head_photo_79640	resh_80287
ITI_80787	runS_81490	head_photo_87500	resh_87910
ITI_88416	runS_89143	head_photo_95160	resh_95615
ITI_96109	runS_96694	head_photo_102701	resh_103230
ITI_103727	runS_104654	head_photo_110661	resh_111191
ITI_111688	runS_112574	head_photo_118581	resh_119007
ITI_119508	runS_120271	head_photo_126281	resh_127007
ITI_127507	runS_128247	head_photo_134261	resh_134791
ITI_135295	runS_135912	head_photo_141921	resh_142447
ITI_142956	runS_143611	head_photo_149621	resh_150111
ITI_150609	runS_151278	head_photo_157281	resh_157886
ITI_158387	runS_159307	head_photo_165320	resh_165847
ITI_166347	runS_167081	head_photo_173081	resh_173927
ITI_174428	runS_175361	head_photo_181360	resh_181903
ITI_182415	runS_182980	head_photo_188981	resh_189847
ITI_190347	runS_191150	head_photo_197161	resh_197959
ITI_198448	runS_199104	head_photo_205120	resh_206247
ITI_206747	runS_207519	head_photo_213521	resh_214479
ITI_214977	runS_215732	head_photo_221741	resh_222679
ITI_223175	runS_224034	head_photo_230041	resh_231311
ITI_231807	runS_232721	head_photo_238721	resh_239279
ITI_239776	runS_240483	head_photo_246501	resh_247255
ITI_247756	runS_248687	head_photo_254700	resh_255191
ITI_255687	runS_256341	head_photo_262340	resh_263823
ITI_264327	runS_264858	head_photo_270860	resh_271735
ITI_272236	runS_273092	head_photo_279100	resh_280247
ITI_280748	runS_281448	head_photo_287460	resh_288111
ITI_288608	runS_289292	head_photo_295300	resh_295999
ITI_296488	runS_297091	head_photo_303101	resh_303535
ITI_304028	runS_304887	head_photo_310900	resh_311815
ITI_312308	runS_313213	head_photo_319221	resh_319831
ITI_320335	runS_321111	head_photo_327120	resh_327767
ITI_328268	runS_328832	head_photo_334840	resh_337071
ITI_337569	runS_338283	head_photo_344300	resh_345167
ITI_345668	runS_346563	head_photo_352580	resh_353175
ITI_353668	runS_354198	head_photo_360200	resh_360895
ITI_361390	runS_362303	head_photo_368320	resh_368959
ITI_369456	runS_370051	head_photo_376060	resh_376495
ITI_376988	runS_377601	head_photo_383600	resh_384151
ITI_384648	runS_385193	head_photo_391200	resh_391871
ITI_392367	runS_393027	head_photo_399040	resh_399479
ITI_399969	runS_400804	head_photo_406821	resh_407623
ITI_408128	runS_408715	head_photo_414720	resh_415175
ITI_415668	runS_416586	head_photo_422601	resh_423199
ITI_423687	runS_424223	head_photo_430240	resh_430967
ITI_431471	runS_432410	head_photo_438420	resh_439311
ITI_439808	runS_440418	head_photo_446421	resh_447447
ITI_447956	runS_448716	head_photo_454721	resh_455567
ITI_456069	runS_456620	head_photo_462620	resh_463631
ITI_464129	runS_464992	head_photo_471000	resh_471799
ITI_472290	runS_473271	head_photo_479280	resh_480663
ITI_481167	runS_481980	head_photo_487981	resh_488983
ITI_489488	runS_489985	head_photo_496000	resh_496631
ITI_497128	runS_497884	head_photo_503900	resh_504623
ITI_505128	runS_505870	head_photo_511881	resh_512623
ITI_513129	runS_513946	head_photo_519960	resh_520367
ITI_520876	runS_521759	head_photo_527760	resh_528535
ITI_529030	runS_529535	head_photo_535540	resh_536471
ITI_536968	runS_537542	head_photo_543560	resh_544255
ITI_544748	runS_545488	head_photo_551500	resh_552159
ITI_552648	runS_553243	head_photo_559260	resh_560151
ITI_560648	runS_561185	head_photo_567200	resh_567871
ITI_568368	runS_569236	head_photo_575240	resh_575888
ITI_576388	runS_577003	head_photo_583022	resh_583815
ITI_584308	runS_584813	head_photo_590820	resh_591231
ITI_591729	runS_592714	head_photo_598721	resh_599495
ITI_599996	runS_600581	head_photo_606580	resh_607287
ITI_607788	runS_608735	head_photo_614740	resh_615095
ITI_615596	runS_616572	head_photo_622580	resh_623319
ITI_623817	runS_624577	head_photo_630580	resh_631239
ITI_631730	runS_632550	head_photo_638560	resh_639175
ITI_639668	runS_640576	head_photo_646580	resh_647303
ITI_647816	runS_648620	head_photo_654620	resh_655280
ITI_655769	runS_656441	head_photo_662440	resh_663079
ITI_663568	runS_664073	head_photo_670080	resh_670743
ITI_671248	runS_671754	head_photo_677760	resh_678416
ITI_678908	runS_679508	head_photo_685520	resh_685936
ITI_686428	runS_686968	head_photo_692980	resh_693568
ITI_694068	runS_695011	head_photo_701020	resh_702039
ITI_702528	runS_703426	head_photo_709440	resh_710200
ITI_710687	runS_711596	head_photo_717600	resh_718287
ITI_718789	runS_719403	head_photo_725420	resh_726055
ITI_726547	runS_727356	head_photo_733361	resh_733840
ITI_734328	runS_735012	head_photo_741020	resh_741439
ITI_741928	runS_742607	head_photo_748620	resh_749071
ITI_749567	runS_750079	head_photo_756080	resh_756920
ITI_757408	runS_758006	head_photo_764020	resh_764575
ITI_765067	runS_765694	head_photo_771700	resh_772167
ITI_772668	runS_773305	head_photo_779320	resh_780031
ITI_780529	runS_781362	head_photo_787380	resh_787888
ITI_788388	runS_789068	head_photo_795080	resh_795520
ITI_796008	runS_796789	head_photo_802800	resh_803240
ITI_803728	runS_804490	head_photo_810501	resh_810823
ITI_811336	runS_811914	head_photo_817920	resh_818568
ITI_819067	runS_819658	head_photo_825660	resh_825976
ITI_826476	runS_827362	head_photo_833380	resh_833704
ITI_834214	runS_834859	head_photo_840860	resh_841199
ITI_841689	runS_842583	head_photo_848600	resh_849024
ITI_849536	runS_850355	head_photo_856361	resh_857120
ITI_857608	runS_858566	head_photo_864580	resh_865096
ITI_865596	runS_866135	head_photo_872140	resh_872872
ITI_873367	runS_873974	head_photo_879980	resh_880631
ITI_881129	runS_881855	head_photo_887860	resh_888463
ITI_888968	runS_889875	head_photo_895880	resh_896304
ITI_896816	runS_897344	head_photo_903360	resh_904488
ITI_904989	runS_905876	head_photo_911880	resh_912608
ITI_913108	runS_914096	head_photo_920100	resh_920551
ITI_921047	runS_921941	head_photo_927941	resh_928896
ITI_929387	runS_929958	head_photo_935960	resh_936840
ITI_937347	runS_937961	head_photo_943961	resh_944783
ITI_945287	runS_945886	head_photo_951902	resh_952320
ITI_952808	runS_953592	head_photo_959600	resh_960272
ITI_960776	runS_961648	head_photo_967660	resh_968241
ITI_968757	runS_969664	head_photo_975680	resh_976631
ITI_977130	runS_977929	head_photo_983941	resh_984479
ITI_984968	runS_985584	head_photo_991600	resh_992264
ITI_992767	runS_993417	head_photo_999420	resh_1000056
ITI_1000548	runS_1001503	head_photo_1007521	resh_1008272
ITI_1008768	runS_1009704	head_photo_1015720	resh_1016784
ITI_1017296	runS_1017996	head_photo_1024000	resh_1025576
