ITI_11	runS_686	head_photo_6683	resh_7487
ITI_8003	runS_8941	head_photo_14941	resh_15919
ITI_16419	runS_16918	head_photo_22921	resh_23607
ITI_24117	runS_24943	head_photo_30961	resh_31647
ITI_32157	runS_33042	head_photo_39041	resh_39591
ITI_40088	runS_40643	head_photo_46661	resh_47191
ITI_47688	runS_48328	head_photo_54342	resh_54895
ITI_55389	runS_56288	head_photo_62301	resh_62903
ITI_63409	runS_63905	head_photo_69921	resh_70759
ITI_71250	runS_71980	head_photo_77981	resh_78543
ITI_79048	runS_79939	head_photo_85942	resh_86543
ITI_87056	runS_87554	head_photo_93561	resh_94191
ITI_94698	runS_95373	head_photo_101381	resh_101839
ITI_102329	runS_103104	head_photo_109121	resh_109791
ITI_110288	runS_110877	head_photo_116881	resh_117511
ITI_118016	runS_118593	head_photo_124601	resh_125247
ITI_125748	runS_126577	head_photo_132581	resh_133143
ITI_133648	runS_134554	head_photo_140561	resh_141167
ITI_141676	runS_142650	head_photo_148661	resh_149295
ITI_149789	runS_150629	head_photo_156641	resh_157487
ITI_157998	runS_158771	head_photo_164781	resh_165479
ITI_165968	runS_166940	head_photo_172941	resh_173519
ITI_174017	runS_174914	head_photo_180921	resh_181719
ITI_182208	runS_183034	head_photo_189041	resh_189687
ITI_190197	runS_191029	head_photo_197041	resh_197639
ITI_198128	runS_198714	head_photo_204721	resh_205463
ITI_205972	runS_206685	head_photo_212701	resh_213231
ITI_213728	runS_214652	head_photo_220662	resh_221303
ITI_221810	runS_222764	head_photo_228782	resh_229295
ITI_229789	runS_230625	head_photo_236641	resh_237151
ITI_237649	runS_238157	head_photo_244161	resh_244871
ITI_245369	runS_245986	head_photo_252002	resh_252607
ITI_253108	runS_253862	head_photo_259862	resh_260495
ITI_260989	runS_261728	head_photo_267741	resh_268263
ITI_268769	runS_269692	head_photo_275701	resh_276287
ITI_276790	runS_277453	head_photo_283461	resh_284063
ITI_284570	runS_285514	head_photo_291522	resh_292167
ITI_292669	runS_293440	head_photo_299442	resh_300183
ITI_300697	runS_301524	head_photo_307541	resh_308071
ITI_308568	runS_309074	head_photo_315081	resh_315919
ITI_316408	runS_316949	head_photo_322961	resh_323968
ITI_324469	runS_325325	head_photo_331341	resh_331911
ITI_332408	runS_333284	head_photo_339301	resh_340735
ITI_341229	runS_341741	head_photo_347741	resh_348511
ITI_349017	runS_349728	head_photo_355741	resh_356511
ITI_357008	runS_357930	head_photo_363941	resh_364831
ITI_365329	runS_365942	head_photo_371941	resh_372711
ITI_373209	runS_373864	head_photo_379881	resh_381247
ITI_381749	runS_382622	head_photo_388621	resh_389407
ITI_389917	runS_390834	head_photo_396841	resh_397863
ITI_398377	runS_399016	head_photo_405021	resh_405687
ITI_406189	runS_406825	head_photo_412841	resh_413383
ITI_413890	runS_414734	head_photo_420741	resh_421423
ITI_421937	runS_422582	head_photo_428581	resh_429111
ITI_429608	runS_430125	head_photo_436141	resh_436704
ITI_437209	runS_438189	head_photo_444201	resh_444672
ITI_445169	runS_446042	head_photo_452041	resh_452559
ITI_453049	runS_453934	head_photo_459941	resh_460728
ITI_461229	runS_462093	head_photo_468101	resh_468775
