ITI_3	runS_805	head_photo_6816	resh_7612
ITI_593502	runS_594133	head_photo_600136	resh_600869
ITI_601362	runS_602201	head_photo_608215	resh_608861
ITI_609370	runS_610000	head_photo_616016	resh_616621
ITI_617122	runS_617635	head_photo_623635	resh_624517
ITI_625032	runS_625555	head_photo_631555	resh_632525
ITI_633031	runS_633808	head_photo_639815	resh_640581
ITI_641082	runS_641928	head_photo_647935	resh_648917
ITI_649430	runS_650377	head_photo_656395	resh_656893
ITI_657384	runS_657961	head_photo_663976	resh_665309
ITI_665810	runS_666373	head_photo_672375	resh_673101
ITI_673604	runS_674361	head_photo_680375	resh_681221
ITI_681722	runS_682337	head_photo_688355	resh_689125
ITI_689624	runS_690502	head_photo_696515	resh_697381
ITI_697890	runS_698647	head_photo_704655	resh_705245
ITI_705751	runS_706554	head_photo_712556	resh_713221
ITI_713731	runS_714604	head_photo_720616	resh_721229
ITI_721731	runS_722666	head_photo_728676	resh_729829
ITI_730331	runS_731284	head_photo_737295	resh_738269
ITI_738770	runS_739295	head_photo_745295	resh_745973
ITI_746462	runS_747411	head_photo_753415	resh_753893
ITI_754391	runS_754992	head_photo_760996	resh_762221
ITI_762722	runS_763250	head_photo_769256	resh_769845
ITI_770351	runS_771060	head_photo_777075	resh_778053
ITI_778542	runS_779169	head_photo_785175	resh_786661
ITI_787164	runS_787667	head_photo_793675	resh_794270
ITI_794770	runS_795539	head_photo_801556	resh_802317
ITI_802831	runS_803335	head_photo_809335	resh_810397
ITI_810902	runS_811623	head_photo_817636	resh_818389
ITI_818890	runS_819810	head_photo_825815	resh_827013
ITI_827510	runS_828267	head_photo_834275	resh_834733
ITI_835223	runS_836071	head_photo_842075	resh_843197
ITI_843703	runS_844678	head_photo_850695	resh_852197
ITI_852710	runS_853626	head_photo_859636	resh_860333
ITI_860831	runS_861459	head_photo_867475	resh_868477
ITI_868990	runS_869831	head_photo_875835	resh_876845
ITI_877343	runS_877951	head_photo_883955	resh_885309
ITI_885804	runS_886417	head_photo_892436	resh_894565
ITI_895062	runS_895724	head_photo_901735	resh_902765
ITI_903270	runS_904005	head_photo_910015	resh_910773
ITI_911270	runS_911909	head_photo_917916	resh_918486
ITI_918991	runS_919536	head_photo_925535	resh_926909
ITI_927406	runS_928029	head_photo_934036	resh_934653
ITI_935142	runS_935719	head_photo_941735	resh_942677
ITI_943183	runS_943962	head_photo_949975	resh_951573
ITI_952070	runS_952808	head_photo_958815	resh_961021
ITI_961531	runS_962477	head_photo_968495	resh_969286
ITI_969783	runS_970627	head_photo_976635	resh_977573
ITI_978071	runS_978680	head_photo_984696	resh_985693
ITI_986190	runS_986795	head_photo_992795	resh_993549
ITI_994052	runS_994993	head_photo_1000995	resh_1001997
ITI_1002511	runS_1003457	head_photo_1009476	resh_1010229
ITI_1010732	runS_1011234	head_photo_1017236	resh_1017877
ITI_1018382	runS_1018893	head_photo_1024895	resh_1029021
ITI_1029531	runS_1030339	head_photo_1036355	resh_1037022
ITI_1037531	runS_1038398	head_photo_1044415	resh_1044957
ITI_1045471	runS_1046022	head_photo_1052036	resh_1052557
ITI_1053061	runS_1053874	head_photo_1059876	resh_1060581
ITI_1061090	runS_1062064	head_photo_1068076	resh_1071694
ITI_1072191	runS_1073136	head_photo_1079156	resh_1080181
ITI_1080682	runS_1081506	head_photo_1087516	resh_1088517
ITI_1089022	runS_1089592	head_photo_1095596	resh_1096757
ITI_1097271	runS_1098212	head_photo_1104215	resh_1105030
ITI_1105522	runS_1106077	head_photo_1112096	resh_1112558
ITI_1113070	runS_1113741	head_photo_1119755	resh_1120238
ITI_1120751	runS_1121605	head_photo_1127615	resh_1128486
ITI_1128991	runS_1129735	head_photo_1135736	resh_1136614
ITI_1137104	runS_1137918	head_photo_1143935	resh_1145325
ITI_1145830	runS_1146808	head_photo_1152815	resh_1153854
ITI_1154350	runS_1154908	head_photo_1160915	resh_1161541
ITI_1162051	runS_1162651	head_photo_1168655	resh_1169414
